,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,대표장르,감독,배우
1615,1561,첩혈강호,2022-02-15,500000,0.00%,500000,100,100,5,5,중국,중국,정보없음,(주)액티버스엔터테인먼트,15세이상관람가,액션,정보없음,정보없음
1616,1561,카니발 클럽,2022-02-24,500000,0.00%,500000,100,100,5,5,브라질,브라질,정보없음,TCO(주)더콘텐츠온,청소년관람불가,공포(호러),정보없음,정보없음
1617,1561,칼의 전쟁,2022-02-10,500000,0.00%,500000,100,100,5,5,중국,중국,정보없음,초코필름,15세이상관람가,액션,정보없음,정보없음
1618,1561,콜드워,2022-07-07,500000,0.00%,500000,100,100,5,5,카자흐스탄,카자흐스탄,정보없음,(주)제이에이와이이엔터테인먼트,15세이상관람가,범죄,정보없음,정보없음
1619,1561,탈명검: 풍운재기,2022-01-18,500000,0.00%,500000,100,100,4,5,중국,중국,정보없음,(주)액티버스엔터테인먼트,12세이상관람가,액션,정보없음,정보없음
1620,1561,토토리! 우리 둘만의 여름,2021-05-19,800000,0.00%,14838080,100,1657,1,1,노르웨이,노르웨이,정보없음,(주)팝엔터테인먼트,전체관람가,어드벤처,"실리에 살로몬센,아릴드 오스틴 아문센","베가 오스틴,빌리 오스틴"
1621,1561,합마신공,2022-08-24,500000,0.00%,500000,100,100,5,5,중국,중국,정보없음,초코필름,15세이상관람가,액션,정보없음,정보없음
1622,1561,흑형 : 특별한 영어 수업,2022-08-31,500000,0.00%,500000,100,100,5,5,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),여석주,정보없음
1623,1561,흑형에 빠진 여자들,2022-07-27,500000,0.00%,500000,100,100,5,5,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),최홍준,정보없음
1624,1625,SIFF2022 로컬시네마1,정보없음,792000,0.00%,792000,99,99,1,2,한국,한국,정보없음,정보없음,정보없음,기타,정보없음,정보없음
1625,1625,네 멋대로 해라: 장 뤽 고다르,2020-03-19,775500,0.00%,14854100,99,1842,1,38,프랑스,프랑스,정보없음,(주)이수C&E,15세이상관람가,코미디,미셀 하자나비시우스,스테이시 마틴
1626,1625,데카메론,정보없음,547000,0.00%,547000,99,99,1,3,이탈리아,이탈리아,정보없음,정보없음,정보없음,코미디,피에르 파올로 파솔리니,"프랑코 치티,니네토 다볼리"
1627,1625,셰익스피어 인 러브,1999-03-06,546000,0.00%,783000,99,184,1,3,영국,"영국,미국","베드포드폴스프로덕션즈,미라맥스 필름즈,유니버셜 픽쳐스",정보없음,18세 미만인 자는 관람할 수 없는 등급,드라마,존 매든,"제프리 러쉬,기네스 팰트로우,조셉 파인즈"
1628,1625,스카페이스,정보없음,198000,0.00%,6916000,99,3109,1,9,미국,미국,정보없음,정보없음,정보없음,범죄,"하워드 혹스,리차드 로손",폴 무니
1629,1630,SIPFF2022 스윗 하트(PS) 2,정보없음,980000,0.00%,980000,98,98,1,1,기타,기타,정보없음,정보없음,정보없음,기타,정보없음,정보없음
1630,1630,금의위4 지존무사,2022-04-13,218000,0.00%,218000,98,98,5,70,중국,중국,정보없음,(유)조이앤시네마,15세이상관람가,액션,등연성,정보없음
1631,1630,쉘부르의 우산,1992-09-26,880000,0.00%,123533168,98,16953,2,21,프랑스,"프랑스,독일",정보없음,(주)에스와이코마드,12세이상관람가,멜로/로맨스,자끄 드미,"까뜨린느 드뇌브,마르크 미셸,니노 카스텔누오보"
1632,1630,스테잉 버티컬,정보없음,1013000,0.00%,6933400,98,943,1,15,프랑스,프랑스,정보없음,정보없음,청소년관람불가,드라마,알랭 기로디,정보없음
1633,1630,신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,792000,0.00%,721583400,98,92929,1,24,미국,미국,정보없음,"(주)영화사 그램,(재)CBS",12세이상관람가,드라마,마이클 메이슨,"존 코베트,데이빗 앤드류 로이 화이트,쉐인 하퍼,테드 맥긴리"
1634,1630,아네트,2021-10-27,872000,0.00%,362392130,98,42481,2,15,프랑스,프랑스,정보없음,"그린나래미디어(주),주식회사 왓챠",15세이상관람가,드라마,레오스 카락스,"아담 드라이버,마리옹 꼬띠아르"
1635,1630,아라비안 나이트,정보없음,556000,0.00%,556000,98,98,1,3,이탈리아,"이탈리아,프랑스",정보없음,정보없음,정보없음,코미디,피에르 파올로 파솔리니,정보없음
1636,1630,키카,1998-05-30,564000,0.00%,564000,98,98,1,12,스페인,"스페인,프랑스",씨비 2000,"해피송,(주)홈초이스",연소자관람불가,드라마,페드로 알모도바르,"피터 코요테,빅토리아 아브릴"
1637,1638,"O, shorts! - 12월 '이렇게 된 이상 이학주로 간다'",정보없음,946000,0.00%,5086000,97,533,1,3,한국,한국,정보없음,정보없음,정보없음,기타,정보없음,정보없음
1638,1638,달빛 아래서,정보없음,194000,0.00%,5054000,97,2522,1,7,미국,미국,정보없음,정보없음,정보없음,드라마,멜빌 샤벨슨,"캐리 그랜트,소피아 로렌"
1639,1638,로미오와 줄리엣,1996-12-28,546000,0.00%,144999400,97,20389,1,3,미국,미국,정보없음,"이십세기폭스코리아(주),(주)프레인글로벌",고등학생이상관람가,멜로/로맨스,바즈 루어만,"레오나르도 디카프리오,클레어 데인즈"
1640,1638,완령옥,정보없음,648000,0.00%,648000,97,97,1,2,홍콩,홍콩,정보없음,정보없음,정보없음,드라마,관금붕,"장만옥,양가휘"
1641,1638,처음 꽃향기를 만난 순간,2023-01-04,582000,0.00%,582000,97,97,1,2,대만,대만,정보없음,오드,15세이상관람가,드라마,덩이한,"정여희,임진희,이역"
1642,1643,귀토-토끼의 팔란,2021-11-11,888000,0.00%,5932300,96,596,10,33,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,고선웅,정보없음
1643,1643,그리고 삶은 계속된다,1998-03-14,659000,0.00%,2780500,96,394,1,9,이란,이란,정보없음,정보없음,12세 미만인 자는 관람할 수 없는 등급,다큐멘터리,압바스 키아로스타미,"부바 바이야르,파하드 케라만드"
1644,1643,데드 맨,1998-05-23,837000,0.00%,20746000,96,2208,1,9,미국,"미국,독일,일본",미라맥스 필름즈,(주)영화사 안다미로,고등학생이상관람가,드라마,짐 자무쉬,"게리 파머,랜스 헨릭슨"
1645,1643,아수라,2016-09-28,1248000,0.00%,20584142662,96,2594874,1,1,한국,한국,(주)사나이픽처스,(주)씨제이이엔엠,청소년관람불가,범죄,김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진,김수진,염동헌,차래형,현봉식,최병모,이육헌,임용순,유정호,곽진석,박혁민,황재필"
1646,1647,7인의 사무라이,정보없음,240000,0.00%,5268000,95,2174,1,6,일본,일본,토호 컴퍼니,정보없음,15세이상관람가,드라마,구로사와 아키라,"후지와라 카마타리,츠시마 케이코"
1647,1647,드라큐라,1993-01-16,659000,0.00%,6358000,95,859,1,2,미국,미국,정보없음,정보없음,고등학생이상관람가,공포(호러),프란시스 포드 코폴라,"게리 올드만,위노나 라이더"
1648,1647,망향,정보없음,190000,0.00%,7976000,95,3625,1,5,프랑스,프랑스,정보없음,정보없음,12세이상관람가,범죄,줄리앙 뒤비비에르,장 가뱅
1649,1647,빛과 철,2021-02-18,492000,0.00%,84691760,95,10477,1,1,한국,한국,"원테이크필름,영화사 새삶",찬란,12세이상관람가,드라마,배종대,"김시은,염혜란,박지후,조대희,이주원,강진아,이다영,김광식,문정웅,홍희용,손강국,정도원,박윤희,현승진,곽민준,김예지,최솔희,오지영,윤태희,강경숙,이채영,김상호"
1650,1647,케인호의 반란,정보없음,190000,0.00%,8961000,95,4509,1,9,미국,미국,정보없음,정보없음,정보없음,드라마,정보없음,정보없음
1651,1652,12월 프레임 워크: 바바라 루빈 단편선,정보없음,660000,0.00%,660000,94,94,1,1,미국,미국,정보없음,정보없음,정보없음,기타,정보없음,정보없음
1652,1652,SIFF2022 페스티벌초이스 단편1,정보없음,752000,0.00%,752000,94,94,1,2,한국,한국,정보없음,정보없음,정보없음,기타,정보없음,정보없음
1653,1652,격노,정보없음,235000,0.00%,365000,94,145,1,6,미국,미국,정보없음,정보없음,정보없음,드라마,안소니 만,"바바라 스탠윅,웬델 코리,월터 휴스톤"
1654,1652,그늘과 양지,정보없음,188000,0.00%,3204000,94,1597,1,12,미국,미국,정보없음,정보없음,정보없음,멜로/로맨스,데이비드 밀러,"수잔 헤이워드,존 개빈"
1655,1652,너의 새는 노래할 수 있어,2020-04-16,872000,0.00%,22142900,94,2468,1,1,일본,일본,정보없음,(주)디오시네마,15세이상관람가,멜로/로맨스,미야케 쇼,"에모토 타스쿠,이시바시 시즈카,소메타니 쇼타"
1656,1652,드림팰리스,2023-05-31,752000,0.00%,752000,94,94,1,2,한국,한국,㈜인디스토리,㈜인디스토리,12세이상관람가,드라마,가성문,"김선영,이윤지"
1657,1652,백조,정보없음,146000,0.00%,7278000,94,3395,1,12,미국,미국,메트로-골드윈-마이어,정보없음,정보없음,사극,정보없음,정보없음
1658,1652,비장의 술수,정보없음,235000,0.00%,437000,94,195,1,5,미국,미국,정보없음,정보없음,정보없음,드라마,빌리 와일더,"커크 더글라스,잔 스털링,로버트 아서"
1659,1652,사냥꾼의 밤,정보없음,188000,0.00%,5484000,94,1948,1,6,미국,미국,정보없음,정보없음,정보없음,스릴러,찰스 로튼,"로버트 미첨,셸리 윈터스"
1660,1652,섹스웨더,2022-02-07,296000,0.00%,296000,94,94,8,49,남아프리카공화국,남아프리카공화국,정보없음,(유)조이앤시네마,청소년관람불가,멜로/로맨스,정보없음,정보없음
1661,1652,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,2020-04-02,749100,0.00%,105091110,94,13011,1,4,일본,일본,정보없음,동우에이앤이(주),12세이상관람가,애니메이션,히시다 마사카즈,정보없음
1662,1652,하이큐!! 땅 VS 하늘,2020-01-23,666600,0.00%,364523310,94,43079,2,8,일본,일본,정보없음,"(주)드림팩트엔터테인먼트,(주)삼백상회",전체관람가,애니메이션,미츠나카 스스무,"구자형,김영선,양정화,최승훈,남도형"
1663,1664,마담 프루스트의 비밀정원,2014-07-24,824400,0.00%,1275815862,93,162848,1,2,프랑스,프랑스,정보없음,찬란,전체관람가,드라마,실뱅 쇼메,"귀욤 고익스,앤 르 니"
1664,1664,모호크족의 북소리,정보없음,284000,0.00%,7332000,93,3403,1,6,미국,미국,정보없음,정보없음,정보없음,드라마,존 포드,"클로데트 콜베트,헨리 폰다"
1665,1664,사랑의 고고학,2023-04-12,744000,0.00%,744000,93,93,1,3,한국,한국,(주)맑은시네마,(주)엣나인필름,15세이상관람가,드라마,이완민,"옥자연,기윤,하민호,이동찬"
1666,1664,알파빌,정보없음,946500,0.00%,1451500,93,198,1,7,프랑스,"프랑스,이탈리아",정보없음,정보없음,정보없음,미스터리,장 뤽 고다르,"에디 콘스탄틴,안나 카리나"
1667,1664,종착역,2021-09-23,559000,0.00%,36628798,93,5196,2,26,한국,한국,"(주)타이거시네마,DGC",필름다빈,전체관람가,드라마,"권민표,서한솔","설시연,배연우,박소정,한송희,강석원,나도율,김보예,김나경"
1668,1664,지상 최대의 쇼,정보없음,93000,0.00%,6441500,93,3032,1,4,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음
1669,1664,카모메 식당,2007-08-02,1284100,0.00%,43505100,93,6543,1,1,일본,일본,정보없음,"(주)엔케이컨텐츠,스폰지",전체관람가,드라마,오기가미 나오코,"코바야시 사토미,카타기리 하이리"
1670,1671,내겐 너무 소중한 너,2021-05-12,644000,0.00%,222877420,92,25439,2,2,한국,한국,(주)파인스토리,(주)파인스토리,12세이상관람가,드라마,"이창원,권성모","진구,정서연,강신일,장혜진,박예니,김태훈,송채린,박민지,방은정,김다원,김종구,김낙연,박희은,오윤수,김재록,조영지,최기범,김태환,이유진,김정아,노하연,전해솔,김한,김대홍,고나영,박인환,김동윤,박건용,장시훈,정재우,김영국,정이영,강동구,황도원,김재록,권용덕,서정란,최예찬,천민진,장선율,서재희,윤해나,황정음,정예나,김연우,김테이,최우영,임동민,주선하,김도윤,장윤정"
1671,1671,대황원,정보없음,92000,0.00%,4082000,92,2087,1,4,미국,미국,정보없음,정보없음,정보없음,서부극(웨스턴),고든 더글라스,"앨런 래드,버지니아 마요"
1672,1671,사랑은 오직 한 길,정보없음,92000,0.00%,5467000,92,2772,1,4,프랑스,"프랑스,이탈리아",정보없음,정보없음,정보없음,멜로/로맨스,피에르 가스파 휘,"로미 슈나이더,알랑 드롱"
1673,1671,서부 개척사,정보없음,92000,0.00%,16284000,92,6558,1,4,미국,미국,정보없음,정보없음,정보없음,서부극(웨스턴),"존 포드,헨리 해서웨이,조지 마샬","캐롤 베이커,리 J. 콥"
1674,1671,세 가지 색: 레드,1994-09-17,789000,0.00%,12664000,92,1636,1,10,프랑스,프랑스,엠케이투 프로덕션즈,(주)영화사 안다미로,연소자관람불가,드라마,크지슈토프 키에슬로프스키,"장-루이 트린티냥,이렌느 야곱"
1675,1671,어느 여대생의 고백,정보없음,184000,0.00%,6117000,92,2993,1,9,한국,한국,정보없음,정보없음,정보없음,정보없음,신상옥,"최은희,김승호,유계선"
1676,1671,오! 슬프도다,정보없음,591000,0.00%,788000,92,128,1,2,프랑스,"프랑스,스위스",정보없음,정보없음,정보없음,코미디,장 뤽 고다르,정보없음
1677,1671,위대한 작은 농장,2023-06-14,1104000,0.00%,2627300,92,292,1,1,미국,미국,정보없음,(주)엣나인필름,전체관람가,다큐멘터리,존 체스터,"존 체스터,몰리 체스터"
1678,1671,촌색씨,정보없음,184000,0.00%,5744000,92,2872,1,6,한국,한국,정보없음,정보없음,정보없음,멜로/로맨스,박영환,"이경태,최은희,이대엽,도금봉"
1679,1680,고장난 론,2021-10-27,546000,0.00%,1440566590,91,160096,1,1,미국,미국,정보없음,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"사라 스미스,장 필립 바인,옥타비오 E. 로드리게즈","자크 갈리피아나키스,잭 딜런 그레이저,올리비아 콜맨,에드 헬름스"
1680,1680,그럴 수도 있지,정보없음,728000,0.00%,728000,91,91,1,2,한국,한국,정보없음,정보없음,정보없음,기타,김종재,정보없음
1681,1680,나는 삶을 사랑하고 자전거를 타고 극장에 간다,정보없음,623000,0.00%,623000,91,91,1,2,프랑스,프랑스,정보없음,정보없음,정보없음,기타,정보없음,"장 피에르 다르덴,뤽 다르덴"
1682,1680,들리나요?,2020-06-10,164000,0.00%,40981140,91,3996,1,42,한국,한국,(주)영화사장춘,(주)트리플픽쳐스,전체관람가,다큐멘터리,"김봉한,신승환","김창옥,곽도원,곽봉훈,구소영,김미경,김미자,김정열,김지열,김창희,김현정,김형욱,김홍주,김효숙,문영철,박종호,최병윤,한정자,혜민스님,이종인,홍은희,조달원,임남훈,정지혁"
